date,code,open,high,low,close,preclose,volume,amount,adjustflag,turnover,tradestatus,pctChg,isST
2023-07-25,sh.600000,6.41874768,6.51708504,6.40980792,6.49920552,6.37404888,31444763,227784692.42,2,0.1071,1,1.9635,0
2023-07-26,sh.600000,6.50814528,6.56178384,6.49026576,6.51708504,6.49920552,22818033,166416269.27,2,0.0777,1,0.2751,0
2023-07-27,sh.600000,6.55284408,6.6154224,6.51708504,6.58860312,6.51708504,26198753,193006451.05,2,0.0893,1,1.0974,0
2023-07-28,sh.600000,6.55284408,6.72269952,6.55284408,6.70482,6.58860312,46528827,347454786.77,2,0.1585,1,1.7639,0
2023-07-31,sh.600000,6.7495188,6.82997664,6.72269952,6.7942176,6.70482,52804227,400087142.64,2,0.1799,1,1.3333,0
2023-08-01,sh.600000,6.77633808,6.82103688,6.74057904,6.7942176,6.7942176,30934266,234625800.22,2,0.1054,1,0.0,0
2023-08-02,sh.600000,6.75845856,6.78527784,6.64224168,6.68694048,6.7942176,42654533,319717234.73,2,0.1453,1,-1.5789,0
2023-08-03,sh.600000,6.72269952,6.77633808,6.65118144,6.75845856,6.68694048,29329503,220449825.24,2,0.0999,1,1.0695,0
2023-08-04,sh.600000,6.78527784,6.8389164,6.74057904,6.77633808,6.75845856,34256817,260297665.13,2,0.1167,1,0.2646,0
2023-08-07,sh.600000,6.76739832,6.76739832,6.69588024,6.72269952,6.77633808,26012874,195449522.26,2,0.0886,1,-0.7916,0
2023-08-08,sh.600000,6.67800072,6.7495188,6.64224168,6.72269952,6.72269952,27001247,202344903.27,2,0.092,1,0.0,0
2023-08-09,sh.600000,6.70482,6.7495188,6.67800072,6.7495188,6.72269952,17792571,133937331.63,2,0.0606,1,0.3989,0
2023-08-10,sh.600000,6.6601212,6.66906096,6.5707236,6.63330192,6.7495188,52865300,391107893.93,2,0.1801,1,-1.7219,0
2023-08-11,sh.600000,6.65118144,6.65118144,6.46344648,6.46344648,6.63330192,37051127,270665760.63,2,0.1262,1,-2.5606,0
2023-08-14,sh.600000,6.41874768,6.4366272,6.3025308,6.3472296,6.46344648,44245535,315007728.13,2,0.1507,1,-1.7981,0
2023-08-15,sh.600000,6.36510912,6.42768744,6.33828984,6.40980792,6.3472296,31218657,222582865.62,2,0.1064,1,0.9859,0
2023-08-16,sh.600000,6.3919284,6.42768744,6.36510912,6.38298864,6.40980792,22953985,163923268.64,2,0.0782,1,-0.4184,0
2023-08-17,sh.600000,6.37404888,6.38298864,6.3025308,6.3472296,6.38298864,37202484,263598981.08,2,0.1267,1,-0.5602,0
2023-08-18,sh.600000,6.3472296,6.40980792,6.32041032,6.32041032,6.3472296,28150555,200372018.68,2,0.0959,1,-0.4225,0
2023-08-21,sh.600000,6.31147056,6.35616936,6.22207296,6.22207296,6.32041032,42517681,298419531.44,2,0.1449,1,-1.5559,0
2023-08-22,sh.600000,6.23995248,6.29359104,6.23101272,6.26677176,6.22207296,32939985,230491370.31,2,0.1122,1,0.7184,0
2023-08-23,sh.600000,6.26677176,6.33828984,6.23995248,6.27571152,6.26677176,30151367,212210300.34,2,0.1027,1,0.1427,0
2023-08-24,sh.600000,6.28465128,6.31147056,6.23995248,6.24889224,6.27571152,24604979,172413193.49,2,0.0838,1,-0.4274,0
2023-08-25,sh.600000,6.24889224,6.33828984,6.23101272,6.3025308,6.24889224,24703830,174021380.63,2,0.0842,1,0.8584,0
2023-08-28,sh.600000,6.5260248,6.54390432,6.36510912,6.3919284,6.3025308,66648091,480922455.87,2,0.2271,1,1.4184,0
2023-08-29,sh.600000,6.4366272,6.4366272,6.28465128,6.32041032,6.3919284,50437460,357554835.41,2,0.1718,1,-1.1189,0
2023-08-30,sh.600000,6.3472296,6.3472296,6.26677176,6.28465128,6.32041032,28718303,202072785.18,2,0.0978,1,-0.5658,0
2023-08-31,sh.600000,6.28465128,6.33828984,6.23995248,6.23995248,6.28465128,32933152,231268204.86,2,0.1122,1,-0.7112,0
2023-09-01,sh.600000,6.24889224,6.29359104,6.24889224,6.26677176,6.23995248,21792955,152752421.82,2,0.0742,1,0.4298,0
2023-09-04,sh.600000,6.31147056,6.38298864,6.28465128,6.35616936,6.26677176,36814307,261369413.48,2,0.1254,1,1.4265,0
2023-09-05,sh.600000,6.3472296,6.36510912,6.28465128,6.29359104,6.35616936,22326770,157581031.86,2,0.0761,1,-0.9845,0
2023-09-06,sh.600000,6.27571152,6.33828984,6.27571152,6.33828984,6.29359104,16736457,118026826.23,2,0.057,1,0.7102,0
2023-09-07,sh.600000,6.33828984,6.3472296,6.27571152,6.29359104,6.33828984,20271873,143062805.76,2,0.0691,1,-0.7052,0
2023-09-08,sh.600000,6.28465128,6.3025308,6.257832,6.257832,6.29359104,18416554,129109493.57,2,0.0627,1,-0.5682,0
2023-09-11,sh.600000,6.27571152,6.33828984,6.257832,6.29359104,6.257832,24884950,175285112.31,2,0.0848,1,0.5714,0
2023-09-12,sh.600000,6.28465128,6.32041032,6.28465128,6.31147056,6.29359104,20976211,147913331.92,2,0.0715,1,0.2841,0
2023-09-13,sh.600000,6.33828984,6.3472296,6.29359104,6.3025308,6.31147056,20049817,141654379.56,2,0.0683,1,-0.1416,0
2023-09-14,sh.600000,6.32935008,6.36510912,6.31147056,6.35616936,6.3025308,35579855,252575927.9,2,0.1212,1,0.8511,0
2023-09-15,sh.600000,6.36510912,6.40086816,6.32041032,6.36510912,6.35616936,34081942,242512745.14,2,0.1161,1,0.1406,0
2023-09-18,sh.600000,6.33828984,6.3472296,6.28465128,6.32041032,6.36510912,22282093,157407866.81,2,0.0759,1,-0.7022,0
2023-09-19,sh.600000,6.32935008,6.37404888,6.3025308,6.37404888,6.32041032,28234575,200455770.63,2,0.0962,1,0.8487,0
2023-09-20,sh.600000,6.36510912,6.3919284,6.32935008,6.37404888,6.37404888,16303047,116256770.93,2,0.0555,1,0.0,0
2023-09-21,sh.600000,6.37404888,6.40980792,6.33828984,6.3472296,6.37404888,27306965,194557948.33,2,0.093,1,-0.4208,0
2023-09-22,sh.600000,6.3472296,6.41874768,6.32041032,6.41874768,6.3472296,32181271,229743638.46,2,0.1096,1,1.1268,0
2023-09-25,sh.600000,6.41874768,6.4366272,6.37404888,6.40086816,6.41874768,30717443,220116848.48,2,0.1047,1,-0.2786,0
2023-09-26,sh.600000,6.40980792,6.42768744,6.36510912,6.3919284,6.40086816,21886050,156520401.91,2,0.0746,1,-0.1397,0
2023-09-27,sh.600000,6.42768744,6.42768744,6.35616936,6.37404888,6.3919284,32067290,229044782.91,2,0.1093,1,-0.2797,0
2023-09-28,sh.600000,6.3919284,6.40980792,6.3472296,6.3472296,6.37404888,22435320,159899371.92,2,0.0764,1,-0.4208,0
2023-10-09,sh.600000,6.32935008,6.32935008,6.257832,6.28465128,6.3472296,27763130,195214392.39,2,0.0946,1,-0.9859,0
2023-10-10,sh.600000,6.37404888,6.38298864,6.26677176,6.26677176,6.28465128,24095561,169856240.67,2,0.0821,1,-0.2845,0
2023-10-11,sh.600000,6.31147056,6.32935008,6.26677176,6.27571152,6.26677176,24057412,169371363.46,2,0.082,1,0.1427,0
2023-10-12,sh.600000,6.33828984,6.40980792,6.31147056,6.38298864,6.27571152,36346964,259223143.18,2,0.1238,1,1.7094,0
2023-10-13,sh.600000,6.35616936,6.3919284,6.32935008,6.3472296,6.38298864,19650410,139771981.93,2,0.0669,1,-0.5602,0
2023-10-16,sh.600000,6.36510912,6.37404888,6.29359104,6.32041032,6.3472296,24907733,176097574.11,2,0.0849,1,-0.4225,0
2023-10-17,sh.600000,6.33828984,6.3472296,6.3025308,6.33828984,6.32041032,19029143,134630097.48,2,0.0648,1,0.2829,0
2023-10-18,sh.600000,6.32041032,6.35616936,6.3025308,6.3025308,6.33828984,21485721,152063023.64,2,0.0732,1,-0.5642,0
2023-10-19,sh.600000,6.29359104,6.3025308,6.10585608,6.11479584,6.3025308,61679771,425956887.36,2,0.2101,1,-2.9787,0
2023-10-20,sh.600000,6.08797656,6.19525368,6.0790368,6.14161512,6.11479584,31067950,213203780.58,2,0.1058,1,0.4386,0
2023-10-23,sh.600000,6.14161512,6.15949464,6.0790368,6.10585608,6.14161512,23824321,163199041.16,2,0.0812,1,-0.5822,0
2023-10-24,sh.600000,6.1237356,6.13267536,6.08797656,6.09691632,6.10585608,28129297,192108544.11,2,0.0958,1,-0.1464,0
2023-10-25,sh.600000,6.13267536,6.19525368,6.10585608,6.19525368,6.09691632,26841192,184734449.61,2,0.0914,1,1.6129,0
2023-10-26,sh.600000,6.19525368,6.27571152,6.15949464,6.22207296,6.19525368,24739484,172369037.77,2,0.0843,1,0.4329,0
2023-10-27,sh.600000,6.22207296,6.27571152,6.20419344,6.24889224,6.22207296,19465758,136008279.63,2,0.0663,1,0.431,0
2023-10-30,sh.600000,6.13267536,6.15949464,6.05221752,6.0790368,6.24889224,52388866,357184227.0,2,0.1785,1,-2.7182,0
2023-10-31,sh.600000,6.07009704,6.11479584,6.06115728,6.09691632,6.0790368,26173217,178254033.89,2,0.0892,1,0.2941,0
2023-11-01,sh.600000,6.10585608,6.15055488,6.0790368,6.13267536,6.09691632,28272210,193451603.11,2,0.0963,1,0.5865,0
2023-11-02,sh.600000,6.1684344,6.2131332,6.13267536,6.20419344,6.13267536,24611088,170407885.62,2,0.0838,1,1.1662,0
2023-11-03,sh.600000,6.20419344,6.2131332,6.15949464,6.15949464,6.20419344,22202536,153480943.05,2,0.0756,1,-0.7205,0
2023-11-06,sh.600000,6.15949464,6.22207296,6.15949464,6.20419344,6.15949464,19432835,134702056.9,2,0.0662,1,0.7257,0
2023-11-07,sh.600000,6.18631392,6.20419344,6.15949464,6.17737416,6.20419344,15913010,110004329.39,2,0.0542,1,-0.4323,0
2023-11-08,sh.600000,6.1684344,6.18631392,6.14161512,6.1684344,6.17737416,17761233,122454641.59,2,0.0605,1,-0.1447,0
2023-11-09,sh.600000,6.1684344,6.22207296,6.15055488,6.19525368,6.1684344,21910350,151983647.33,2,0.0746,1,0.4348,0
2023-11-10,sh.600000,6.17737416,6.22207296,6.13267536,6.15055488,6.19525368,20458993,141085870.4,2,0.0697,1,-0.7215,0
2023-11-13,sh.600000,6.15055488,6.1684344,6.09691632,6.15055488,6.15055488,14168068,97098284.78,2,0.0483,1,0.0,0
2023-11-14,sh.600000,6.14161512,6.17737416,6.14161512,6.15055488,6.15055488,13777480,94936059.64,2,0.0469,1,0.0,0
2023-11-15,sh.600000,6.19525368,6.24889224,6.17737416,6.22207296,6.15055488,24340030,169286980.73,2,0.0829,1,1.1628,0
2023-11-16,sh.600000,6.23101272,6.23995248,6.18631392,6.19525368,6.22207296,14412881,100069369.46,2,0.0491,1,-0.431,0
2023-11-17,sh.600000,6.20419344,6.20419344,6.1237356,6.13267536,6.19525368,20775396,142782027.68,2,0.0708,1,-1.0101,0
2023-11-20,sh.600000,6.15055488,6.18631392,6.10585608,6.17737416,6.13267536,18326582,126204997.11,2,0.0624,1,0.7289,0
2023-11-21,sh.600000,6.20419344,6.257832,6.18631392,6.22207296,6.17737416,29684278,206909185.04,2,0.1011,1,0.7236,0
2023-11-22,sh.600000,6.23101272,6.24889224,6.20419344,6.20419344,6.22207296,17540802,122178498.11,2,0.0598,1,-0.2874,0
2023-11-23,sh.600000,6.19525368,6.22207296,6.15949464,6.19525368,6.20419344,15742059,108872443.58,2,0.0536,1,-0.1441,0
2023-11-24,sh.600000,6.19525368,6.23995248,6.18631392,6.2131332,6.19525368,20165282,140204488.66,2,0.0687,1,0.2886,0
2023-11-27,sh.600000,6.22207296,6.23101272,6.13267536,6.1684344,6.2131332,23107698,159319644.96,2,0.0787,1,-0.7194,0
2023-11-28,sh.600000,6.18631392,6.18631392,6.13267536,6.14161512,6.1684344,18249280,125495682.6,2,0.0622,1,-0.4348,0
2023-11-29,sh.600000,6.15055488,6.15055488,6.0790368,6.09691632,6.14161512,28416567,193955098.34,2,0.0968,1,-0.7278,0
2023-11-30,sh.600000,6.09691632,6.15949464,6.09691632,6.1237356,6.09691632,31711200,217508581.9,2,0.108,1,0.4399,0
2023-12-01,sh.600000,6.1237356,6.1684344,6.09691632,6.1237356,6.1237356,28946191,198723791.1,2,0.0986,1,0.0,0
2023-12-04,sh.600000,6.13267536,6.14161512,6.08797656,6.08797656,6.1237356,18858701,128887073.76,2,0.0642,1,-0.5839,0
2023-12-05,sh.600000,6.09691632,6.09691632,5.98069944,5.99857896,6.08797656,34604936,233696141.36,2,0.1179,1,-1.4684,0
2023-12-06,sh.600000,5.9896392,5.99857896,5.90918136,5.90918136,5.99857896,39833177,264013330.62,2,0.1357,1,-1.4903,0
2023-12-07,sh.600000,5.90918136,5.93600064,5.83766328,5.90918136,5.90918136,30541661,201249908.84,2,0.1041,1,0.0,0
2023-12-08,sh.600000,5.9002416,5.97175968,5.88236208,5.96281992,5.90918136,29519687,196385671.98,2,0.1006,1,0.9077,0
2023-12-11,sh.600000,5.93600064,6.00751872,5.83766328,6.00751872,5.96281992,33616409,222209869.25,2,0.1145,1,0.7496,0
2023-12-12,sh.600000,5.97175968,6.01645848,5.93600064,5.99857896,6.00751872,17003582,113954197.73,2,0.0579,1,-0.1488,0
2023-12-13,sh.600000,5.9896392,6.034338,5.96281992,5.99857896,5.99857896,28683394,192579846.33,2,0.0977,1,0.0,0
2023-12-14,sh.600000,5.9896392,6.00751872,5.92706088,5.93600064,5.99857896,19863107,132441280.68,2,0.0677,1,-1.0432,0
2023-12-15,sh.600000,5.95388016,5.9896392,5.87342232,5.87342232,5.93600064,33702985,223425091.65,2,0.1148,1,-1.0542,0
2023-12-18,sh.600000,5.87342232,5.90918136,5.81978376,5.88236208,5.87342232,27523762,180979296.54,2,0.0938,1,0.1522,0
2023-12-19,sh.600000,5.88236208,5.89130184,5.83766328,5.86448256,5.88236208,18988512,124564888.18,2,0.0647,1,-0.304,0
2023-12-20,sh.600000,5.88236208,5.91812112,5.83766328,5.83766328,5.86448256,19369874,127359291.18,2,0.066,1,-0.4573,0
2023-12-21,sh.600000,5.82872352,5.89130184,5.80190424,5.87342232,5.83766328,28140927,184156559.89,2,0.0959,1,0.6126,0
2023-12-22,sh.600000,5.87342232,5.90918136,5.83766328,5.88236208,5.87342232,23589282,155129803.22,2,0.0804,1,0.1522,0
2023-12-25,sh.600000,5.86448256,5.90918136,5.8555428,5.88236208,5.88236208,12904349,84908527.84,2,0.044,1,0.0,0
2023-12-26,sh.600000,5.87342232,5.9002416,5.84660304,5.86448256,5.88236208,11934542,78321375.74,2,0.0407,1,-0.304,0
2023-12-27,sh.600000,5.86448256,5.90918136,5.81978376,5.9002416,5.86448256,18422704,120867594.46,2,0.0628,1,0.6098,0
2023-12-28,sh.600000,5.9002416,5.98069944,5.89130184,5.97175968,5.9002416,34802733,231691607.7,2,0.1186,1,1.2121,0
2023-12-29,sh.600000,5.95388016,5.9896392,5.90918136,5.91812112,5.97175968,33801429,224306296.9,2,0.1152,1,-0.8982,0
2024-01-02,sh.600000,5.92706088,5.9449404,5.9002416,5.9002416,5.91812112,22066700,146066303.72,2,0.0752,1,-0.3021,0
2024-01-03,sh.600000,5.89130184,5.9449404,5.89130184,5.93600064,5.9002416,18203654,120639706.01,2,0.062,1,0.6061,0
2024-01-04,sh.600000,5.93600064,5.96281992,5.8555428,5.91812112,5.93600064,28885978,190580609.99,2,0.0984,1,-0.3012,0
2024-01-05,sh.600000,5.9002416,6.04327776,5.89130184,5.97175968,5.91812112,44421387,296976885.79,2,0.1513,1,0.9063,0
2024-01-08,sh.600000,5.97175968,5.99857896,5.86448256,5.89130184,5.97175968,37520337,247977824.98,2,0.1278,1,-1.3473,0
2024-01-09,sh.600000,5.9002416,5.93600064,5.84660304,5.90918136,5.89130184,30741897,202647645.73,2,0.1047,1,0.3035,0
2024-01-10,sh.600000,5.90918136,5.92706088,5.87342232,5.87342232,5.90918136,22240946,146695926.3,2,0.0758,1,-0.6051,0
2024-01-11,sh.600000,5.86448256,5.89130184,5.82872352,5.83766328,5.87342232,35914708,235312057.56,2,0.1224,1,-0.6088,0
2024-01-12,sh.600000,5.82872352,5.86448256,5.810844,5.810844,5.83766328,34624053,225743841.46,2,0.118,1,-0.4594,0
2024-01-15,sh.600000,5.810844,5.84660304,5.78402472,5.81978376,5.810844,28694155,186476697.92,2,0.0978,1,0.1538,0
2024-01-16,sh.600000,5.80190424,5.9002416,5.80190424,5.89130184,5.81978376,53186496,348808283.05,2,0.1812,1,1.2289,0
2024-01-17,sh.600000,5.88236208,5.91812112,5.82872352,5.83766328,5.89130184,48249869,316982892.41,2,0.1644,1,-0.9105,0
2024-01-18,sh.600000,5.83766328,5.88236208,5.68568736,5.86448256,5.83766328,73994422,477803910.09,2,0.2521,1,0.4594,0
2024-01-19,sh.600000,5.82872352,5.91812112,5.78402472,5.89130184,5.86448256,57640079,378165074.88,2,0.1964,1,0.4573,0
2024-01-22,sh.600000,5.88236208,5.96281992,5.83766328,5.89130184,5.89130184,67173480,445086464.92,2,0.2289,1,0.0,0
2024-01-23,sh.600000,5.88236208,5.9449404,5.810844,5.91812112,5.89130184,33298531,218923249.13,2,0.1134,1,0.4552,0
