date,code,open,high,low,close,preclose,volume,amount,adjustflag,turnover,tradestatus,pctChg,isST
2023-01-03,sh.600000,7.27,7.28,7.17,7.23,7.28,25892521,187094064.41,3,0.0882,1,-0.6868,0
2023-01-04,sh.600000,7.27,7.35,7.23,7.31,7.23,30947081,226321372.05,3,0.1054,1,1.1065,0
2023-01-05,sh.600000,7.37,7.38,7.3,7.35,7.31,30162154,221617354.62,3,0.1028,1,0.5472,0
2023-01-06,sh.600000,7.35,7.38,7.31,7.34,7.35,20312881,149170537.85,3,0.0692,1,-0.1361,0
2023-01-09,sh.600000,7.38,7.38,7.3,7.34,7.34,19612260,143998210.6,3,0.0668,1,0.0,0
2023-01-10,sh.600000,7.35,7.35,7.28,7.28,7.34,16194647,118223821.86,3,0.0552,1,-0.8174,0
2023-01-11,sh.600000,7.31,7.34,7.27,7.3,7.28,19215541,140393995.92,3,0.0655,1,0.2747,0
2023-01-12,sh.600000,7.33,7.34,7.24,7.27,7.3,16849908,122554362.23,3,0.0574,1,-0.411,0
2023-01-13,sh.600000,7.29,7.35,7.27,7.34,7.27,21770211,159178131.61,3,0.0742,1,0.9629,0
2023-01-16,sh.600000,7.35,7.38,7.28,7.33,7.34,36816941,270170018.1,3,0.1254,1,-0.1362,0
2023-01-17,sh.600000,7.34,7.35,7.27,7.3,7.33,24222613,176749046.15,3,0.0825,1,-0.4093,0
2023-01-18,sh.600000,7.31,7.33,7.27,7.31,7.3,24494551,178868884.95,3,0.0835,1,0.137,0
2023-01-19,sh.600000,7.31,7.33,7.26,7.33,7.31,16713352,121983725.87,3,0.0569,1,0.2736,0
2023-01-20,sh.600000,7.34,7.36,7.32,7.36,7.33,20986958,154239831.26,3,0.0715,1,0.4093,0
2023-01-30,sh.600000,7.43,7.43,7.37,7.4,7.36,31810739,235352030.45,3,0.1084,1,0.5435,0
2023-01-31,sh.600000,7.42,7.45,7.37,7.37,7.4,28438220,210715444.24,3,0.0969,1,-0.4054,0
2023-02-01,sh.600000,7.4,7.4,7.33,7.36,7.37,18659542,137294549.42,3,0.0636,1,-0.1357,0
2023-02-02,sh.600000,7.39,7.39,7.32,7.36,7.36,21900191,160961795.16,3,0.0746,1,0.0,0
