date,code,open,high,low,close,preclose,volume,amount,adjustflag,turnover,tradestatus,pctChg,isST
2022-07-25,sh.600000,6.27023593,6.31300698,6.27023593,6.28734435,6.28734435,17093960,125744844.46,2,0.0582,1,0.0,0
2022-07-26,sh.600000,6.29589856,6.32156119,6.27879014,6.31300698,6.28734435,18730569,138030623.4,2,0.0638,1,0.4082,0
2022-07-27,sh.600000,6.29589856,6.30445277,6.27023593,6.27879014,6.31300698,17036417,125085329.43,2,0.058,1,-0.542,0
2022-07-28,sh.600000,6.28734435,6.30445277,6.26168172,6.27023593,6.27879014,21524372,158047423.27,2,0.0733,1,-0.1362,0
2022-07-29,sh.600000,6.28734435,6.28734435,6.18469383,6.21035646,6.27023593,43873316,319838541.19,2,0.1495,1,-0.955,0
2022-08-01,sh.600000,6.21035646,6.22746488,6.16758541,6.18469383,6.21035646,24438011,176997248.68,2,0.0833,1,-0.4132,0
2022-08-02,sh.600000,6.17613962,6.17613962,6.04782647,6.10770594,6.18469383,40986083,291570126.84,2,0.1396,1,-1.2448,0
2022-08-03,sh.600000,6.09915173,6.13336857,6.04782647,6.04782647,6.10770594,28144846,199887999.49,2,0.0959,1,-0.9804,0
2022-08-04,sh.600000,6.06493489,6.0734891,6.03927226,6.06493489,6.04782647,21294463,150760431.0,2,0.0725,1,0.2829,0
2022-08-05,sh.600000,6.06493489,6.14192278,6.05638068,6.11626015,6.06493489,22554203,160555049.0,2,0.0768,1,0.8463,0
2022-08-08,sh.600000,6.13336857,6.14192278,6.09059752,6.09059752,6.11626015,12981219,92667054.0,2,0.0442,1,-0.4196,0
2022-08-09,sh.600000,6.09915173,6.11626015,6.0734891,6.09059752,6.09059752,13023820,92757272.0,2,0.0444,1,0.0,0
2022-08-10,sh.600000,6.09059752,6.09915173,6.05638068,6.06493489,6.09059752,11674742,82872444.0,2,0.0398,1,-0.4213,0
2022-08-11,sh.600000,6.09059752,6.15047699,6.0734891,6.14192278,6.06493489,21910821,156858352.0,2,0.0746,1,1.2694,0
2022-08-12,sh.600000,6.15047699,6.21035646,6.13336857,6.19324804,6.14192278,22253354,160666706.0,2,0.0758,1,0.8357,0
2022-08-15,sh.600000,6.19324804,6.23601909,6.1590312,6.16758541,6.19324804,20451392,148015692.83,2,0.0697,1,-0.4144,0
2022-08-16,sh.600000,6.16758541,6.21035646,6.14192278,6.15047699,6.16758541,17910142,129120992.61,2,0.061,1,-0.2774,0
2022-08-17,sh.600000,6.16758541,6.2445733,6.14192278,6.22746488,6.15047699,20980840,152061978.54,2,0.0715,1,1.2517,0
2022-08-18,sh.600000,6.21891067,6.21891067,6.15047699,6.16758541,6.22746488,12991819,93820911.18,2,0.0443,1,-0.9615,0
2022-08-19,sh.600000,6.14192278,6.22746488,6.14192278,6.1590312,6.16758541,17544569,126989201.86,2,0.0598,1,-0.1387,0
2022-08-22,sh.600000,6.14192278,6.19324804,6.12481436,6.18469383,6.1590312,13776616,99353492.44,2,0.0469,1,0.4167,0
2022-08-23,sh.600000,6.16758541,6.17613962,6.13336857,6.13336857,6.18469383,15047471,108111339.93,2,0.0513,1,-0.8299,0
2022-08-24,sh.600000,6.13336857,6.17613962,6.10770594,6.11626015,6.13336857,16855765,120996052.8,2,0.0574,1,-0.2789,0
2022-08-25,sh.600000,6.12481436,6.17613962,6.11626015,6.1590312,6.11626015,15772556,113287116.52,2,0.0537,1,0.6993,0
2022-08-26,sh.600000,6.18469383,6.21035646,6.14192278,6.17613962,6.1590312,17576235,126876440.71,2,0.0599,1,0.2778,0
2022-08-29,sh.600000,6.12481436,6.16758541,6.09059752,6.11626015,6.17613962,27600324,197253687.46,2,0.094,1,-0.9695,0
2022-08-30,sh.600000,6.10770594,6.1590312,6.09915173,6.15047699,6.11626015,22541928,161534932.8,2,0.0768,1,0.5594,0
2022-08-31,sh.600000,6.13336857,6.22746488,6.11626015,6.21891067,6.15047699,39566130,286509308.75,2,0.1348,1,1.1127,0
2022-09-01,sh.600000,6.18469383,6.23601909,6.1590312,6.18469383,6.21891067,23298388,169134999.27,2,0.0794,1,-0.5502,0
2022-09-02,sh.600000,6.19324804,6.21891067,6.1590312,6.16758541,6.18469383,19975499,144236248.53,2,0.0681,1,-0.2766,0
2022-09-05,sh.600000,6.14192278,6.21891067,6.10770594,6.21035646,6.16758541,26646247,192171036.58,2,0.0908,1,0.6935,0
2022-09-06,sh.600000,6.20180225,6.2445733,6.19324804,6.21035646,6.21035646,21866681,159009208.09,2,0.0745,1,0.0,0
2022-09-07,sh.600000,6.18469383,6.21035646,6.17613962,6.17613962,6.21035646,16568470,119766057.06,2,0.0564,1,-0.551,0
2022-09-08,sh.600000,6.19324804,6.21891067,6.17613962,6.19324804,6.17613962,14478347,104930852.85,2,0.0493,1,0.277,0
2022-09-09,sh.600000,6.21891067,6.27879014,6.19324804,6.25312751,6.19324804,32423037,236986664.93,2,0.1105,1,0.9669,0
2022-09-13,sh.600000,6.22746488,6.29589856,6.21891067,6.28734435,6.25312751,23795140,174338448.0,2,0.0811,1,0.5472,0
2022-09-14,sh.600000,6.23601909,6.27879014,6.21891067,6.22746488,6.28734435,18649011,136014993.74,2,0.0635,1,-0.9524,0
2022-09-15,sh.600000,6.23601909,6.30445277,6.22746488,6.26168172,6.22746488,31940343,233945046.64,2,0.1088,1,0.5495,0
2022-09-16,sh.600000,6.2445733,6.26168172,6.10770594,6.10770594,6.26168172,33979138,245252583.87,2,0.1158,1,-2.459,0
2022-09-19,sh.600000,6.12481436,6.1590312,6.0734891,6.12481436,6.10770594,22388073,160021576.57,2,0.0763,1,0.2801,0
2022-09-20,sh.600000,6.12481436,6.14192278,6.0734891,6.08204331,6.12481436,22247046,158496620.24,2,0.0758,1,-0.6983,0
2022-09-21,sh.600000,6.0734891,6.12481436,6.05638068,6.09915173,6.08204331,20026161,142605615.88,2,0.0682,1,0.2813,0
2022-09-22,sh.600000,6.08204331,6.10770594,6.05638068,6.09059752,6.09915173,19540404,138786681.54,2,0.0666,1,-0.1403,0
2022-09-23,sh.600000,6.09059752,6.14192278,6.06493489,6.12481436,6.09059752,21806262,155805817.23,2,0.0743,1,0.5618,0
2022-09-26,sh.600000,6.09059752,6.13336857,6.03071805,6.03927226,6.12481436,29503476,209607846.66,2,0.1005,1,-1.3966,0
2022-09-27,sh.600000,6.02216384,6.06493489,6.00505542,6.04782647,6.03927226,20128163,142035077.23,2,0.0686,1,0.1416,0
2022-09-28,sh.600000,6.03071805,6.09059752,6.00505542,6.05638068,6.04782647,25197590,178257967.49,2,0.0858,1,0.1414,0
